"id","date","confirmed","deaths","recovered","tests","vaccines","people_vaccinated","people_fully_vaccinated","hosp","icu","vent","school_closing","workplace_closing","cancel_events","gatherings_restrictions","transport_closing","stay_home_restrictions","internal_movement_restrictions","international_movement_restrictions","information_campaigns","testing_policy","contact_tracing","facial_coverings","vaccination_policy","elderly_people_protection","government_response_index","stringency_index","containment_health_index","economic_support_index","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","latitude","longitude","population","iso_alpha_3","iso_alpha_2","iso_numeric","iso_currency","key_local","key_google_mobility","key_apple_mobility","key_jhu_csse","key_nuts","key_gadm"
"42079406",2021-03-31,2839501,83224,2756273,NA,14225083,9969934,4255149,NA,3680,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-01,2860917,83479,2777434,NA,14557744,10211605,4346158,NA,3730,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-02,2876397,83680,2792713,NA,14784350,10370129,4414245,NA,3850,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-03,2886996,83856,2803136,NA,15017022,10538014,4479032,NA,3917,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-04,2894141,83984,2810153,51593991,15210680,10681005,4529699,NA,4060,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-05,2901163,84148,2817011,NA,15459368,10859191,4600201,NA,4164,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-06,2912661,84415,2828242,NA,15851925,11157049,4694914,NA,4357,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-07,2936384,84707,2851673,NA,16577816,11786513,4791357,NA,4443,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-08,2962135,84988,2877143,NA,17296306,12417890,4878482,NA,4477,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-09,2985425,85236,2900185,NA,17918066,12950627,4967510,NA,4515,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-10,3003477,85449,2918024,NA,18287618,13254837,5032852,NA,4535,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-11,3012330,85563,2926763,52771740,18548865,13465609,5083327,NA,4585,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-12,3024450,85763,2938683,NA,18961137,13801033,5160190,NA,4662,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-13,3051169,86053,2965112,NA,19565115,14330973,5234238,NA,4692,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-14,3079719,86366,2993349,NA,20373537,15055478,5318175,NA,4680,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-15,3104779,86626,3018149,NA,21056028,15667226,5388942,NA,4684,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-16,3127859,86863,3040992,NA,21638793,16175345,5463596,NA,4740,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-17,3145545,87058,3058483,NA,21998074,16477926,5520296,NA,4786,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-18,3154349,87187,3067158,54092984,22265357,16706088,5559417,NA,4844,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-19,3166646,87405,3079237,NA,22663890,17042551,5621500,NA,4932,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-20,3194609,87706,3106899,NA,23253229,17568268,5685139,NA,4968,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-21,3223977,87997,3135976,NA,24002746,18243545,5759404,NA,4988,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-22,3249408,88274,3161130,NA,24642460,18815174,5827524,NA,5050,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
"42079406",2021-04-23,3272370,88522,3183844,NA,25184279,19287219,5897306,NA,5054,NA,-3,2,2,4,1,-2,1,3,2,3,1,2,3,2,67.29,75,71.55,37.5,1,"Germany",NA,NA,51,9,82905782,"DEU","DE",276,"EUR",NA,"ChIJa76xwh5ymkcRW-WRjmtd6HU","Germany","DE",NA,"DEU"
