"id","date","confirmed","deaths","recovered","tests","vaccines","people_vaccinated","people_fully_vaccinated","hosp","icu","vent","school_closing","workplace_closing","cancel_events","gatherings_restrictions","transport_closing","stay_home_restrictions","internal_movement_restrictions","international_movement_restrictions","information_campaigns","testing_policy","contact_tracing","facial_coverings","vaccination_policy","elderly_people_protection","government_response_index","stringency_index","containment_health_index","economic_support_index","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","latitude","longitude","population","iso_alpha_3","iso_alpha_2","iso_numeric","iso_currency","key_local","key_google_mobility","key_apple_mobility","key_jhu_csse","key_nuts","key_gadm"
"1fcde6ae",2021-03-31,216812,3587,199367,2389947,522597,353434,115002,803,88,51,2,2,2,4,0,2,2,2,1,2,2,2,2,3,67.6,66.67,68.33,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-01,217653,3598,199916,2403013,540977,369105,120669,816,90,49,2,2,2,4,0,2,2,2,1,2,2,2,2,3,67.6,66.67,68.33,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-02,218653,3606,201007,2419823,560877,381981,126841,794,90,51,2,2,2,4,0,2,2,2,1,2,2,2,2,3,67.6,66.67,68.33,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-03,219443,3614,201152,2429245,569546,390040,127095,845,89,55,2,2,2,4,0,2,2,2,1,2,2,2,2,3,67.6,66.67,68.33,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-04,220141,3620,201440,2434220,571958,392450,127117,900,99,54,2,2,2,4,0,2,2,2,1,2,2,2,2,3,67.6,66.67,68.33,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-05,220824,3628,201689,2439724,575683,396129,128496,961,107,58,2,2,2,4,0,2,2,2,1,2,2,2,2,3,67.6,66.67,68.33,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-06,221879,3641,202731,2454382,590410,407868,134191,939,100,61,2,2,2,4,0,2,1,2,1,2,2,2,2,3,64.48,61.11,64.76,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-07,222950,3651,203442,2472278,603185,419551,139691,942,92,52,2,2,2,4,0,2,1,2,1,2,2,2,2,3,64.48,61.11,64.76,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-08,224124,3668,204018,2489933,630198,441460,146611,961,94,52,2,2,2,4,0,2,1,2,1,2,2,2,2,3,64.48,61.11,64.76,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-09,225188,3682,205091,2508616,663751,471391,153298,941,93,57,2,2,2,4,0,2,1,2,1,2,2,2,2,3,64.48,61.11,64.76,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-10,226053,3697,205243,2521023,679400,486853,153411,1016,92,52,2,2,2,4,0,2,1,2,1,2,2,2,2,3,64.48,61.11,64.76,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-11,226717,3707,205576,2529230,681136,488548,153495,1075,94,51,2,2,2,4,0,2,1,2,1,2,2,2,2,3,64.48,61.11,64.76,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
"1fcde6ae",2021-04-12,227757,3721,206902,2547410,689921,496845,155551,1040,88,56,2,2,2,4,0,2,1,2,1,2,2,2,2,3,64.48,61.11,64.76,62.5,1,"Lithuania",NA,NA,55.1694,23.8813,2801543,"LTU","LT",440,"LTL",NA,"ChIJE74zDxSU3UYRubpdpdNUCvM","Lithuania","LT",NA,"LTU"
