"id","date","confirmed","deaths","recovered","tests","vaccines","people_vaccinated","people_fully_vaccinated","hosp","icu","vent","school_closing","workplace_closing","cancel_events","gatherings_restrictions","transport_closing","stay_home_restrictions","internal_movement_restrictions","international_movement_restrictions","information_campaigns","testing_policy","contact_tracing","facial_coverings","vaccination_policy","elderly_people_protection","government_response_index","stringency_index","containment_health_index","economic_support_index","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","latitude","longitude","population","iso_alpha_3","iso_alpha_2","iso_numeric","iso_currency","key_local","key_google_mobility","key_apple_mobility","key_jhu_csse","key_nuts","key_gadm"
"59d3b85f",2021-03-31,12761601,322005,11181371,42090429,23462039,18154233,5307991,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-01,12849360,325657,11240213,42168722,24479157,19025672,5453667,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-02,12918731,328458,11280022,42240982,24786361,19294023,5492526,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-03,12958081,330367,11327510,42250568,25138258,19586701,5551748,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-04,12990395,331609,11366672,42290951,25467456,19869827,5597813,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-05,13033060,333518,11405558,42349570,26258321,20428184,5830325,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-06,13118180,337583,11459548,42419408,27266922,21165343,6101794,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-07,13206856,341254,11610627,42591815,28114997,21807264,6307931,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-08,13295394,345400,11668734,42676465,29086366,22486309,6600246,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
"59d3b85f",2021-04-09,13383491,349151,11725248,42741642,30015214,22923295,7092093,NA,NA,NA,-3,-3,-2,-4,-1,-3,-2,1,2,1,0,4,3,1,55.57,70.83,61.73,12.5,1,"Brazil",NA,NA,-14.235,-51.9253,209469333,"BRA","BR",76,"BRL",NA,"ChIJzyjM68dZnAARYz4p8gYVWik","Brazil","BR",NA,"BRA"
